Date	URL
2013-02-23	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130223/Issue_8824_20130223_The_Economist_Full_edition.m4a
2013-03-02	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130302/Issue_8825_20130302_The_Economist_Full_edition.m4a
2013-03-09	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130309/Issue_8826_20130309_The_Economist_Full_edition.m4a
2013-03-16	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130316/Issue_8827_20130316_The_Economist_Full_edition.m4a
2013-03-23	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130323/Issue_8828_20130323_The_Economist_Full_edition.m4a
2013-03-30	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130330/Issue_8829_20130330_The_Economist_Full_edition.m4a
2013-04-06	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130406/Issue_8830_20130406_The_Economist_Full_edition.m4a
2013-04-13	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130413/Issue_8831_20130413_The_Economist_Full_edition.m4a
2013-04-20	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130420/Issue_8832_20130420_The_Economist_Full_edition.m4a
2013-04-27	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130427/Issue_8833_20130427_The_Economist_Full_edition.m4a
2013-05-04	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130504/Issue_8834_20130504_The_Economist_Full_edition.m4a
2013-05-11	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130511/Issue_8835_20130511_The_Economist_Full_edition.m4a
2013-05-18	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130518/Issue_8836_20130518_The_Economist_Full_edition.m4a
2013-05-25	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130525/Issue_8837_20130525_The_Economist_Full_edition.m4a
2013-06-01	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130601/Issue_8838_20130601_The_Economist_Full_edition.m4a
2013-06-08	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130608/Issue_8839_20130608_The_Economist_Full_edition.m4a
2013-06-15	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130615/Issue_8840_20130615_The_Economist_Full_edition.m4a
2013-06-22	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130622/Issue_8841_20130622_The_Economist_Full_edition.m4a
2013-06-29	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130629/Issue_8842_20130629_The_Economist_Full_edition.m4a
2013-07-06	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130706/Issue_8843_20130706_The_Economist_Full_edition.m4a
2013-07-13	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130713/Issue_8844_20130713_The_Economist_Full_edition.m4a
2013-07-20	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130720/Issue_8845_20130720_The_Economist_Full_edition.m4a
2013-07-27	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130727/Issue_8846_20130727_The_Economist_Full_edition.m4a
2013-08-03	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130803/Issue_8847_20130803_The_Economist_Full_edition.m4a
2013-08-10	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130810/Issue_8848_20130810_The_Economist_Full_edition.m4a
2013-08-17	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130817/Issue_8849_20130817_The_Economist_Full_edition.m4a
2013-08-24	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130824/Issue_8850_20130824_The_Economist_Full_edition.m4a
2013-08-31	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130831/Issue_8851_20130831_The_Economist_Full_edition.m4a
2013-09-07	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130907/Issue_8852_20130907_The_Economist_Full_edition.m4a
2013-09-14	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130914/Issue_8853_20130914_The_Economist_Full_edition.m4a
2013-09-21	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130921/Issue_8854_20130921_The_Economist_Full_edition.m4a
2013-09-28	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20130928/Issue_8855_20130928_The_Economist_Full_edition.m4a
2013-10-05	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20131005/Issue_8856_20131005_The_Economist_Full_edition.m4a
2013-10-12	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20131012/Issue_8857_20131012_The_Economist_Full_edition.m4a
2013-10-19	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20131019/Issue_8858_20131019_The_Economist_Full_edition.m4a
2013-10-26	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20131026/Issue_8859_20131026_The_Economist_Full_edition.m4a
2013-11-02	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20131102/Issue_8860_20131102_The_Economist_Full_edition.m4a
2013-11-09	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20131109/Issue_8861_20131109_The_Economist_Full_edition.m4a
2013-11-16	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20131116/Issue_8862_20131116_The_Economist_Full_edition.m4a
2013-11-23	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20131123/Issue_8863_20131123_The_Economist_Full_edition.m4a
2013-11-30	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20131130/Issue_8864_20131130_The_Economist_Full_edition.m4a
2013-12-07	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20131207/Issue_8865_20131207_The_Economist_Full_edition.m4a
2013-12-14	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20131214/Issue_8866_20131214_The_Economist_Full_edition.m4a
2013-12-21	https://audiocdn.economist.com/sites/default/files/AudioArchive/2013/20131221/Issue_8867_20131221_The_Economist_Full_edition.m4a
2014-01-04	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140104/Issue_8868_20140104_The_Economist_Full_edition.m4a
2014-01-11	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140111/Issue_8869_20140111_The_Economist_Full_edition.m4a
2014-01-18	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140118/Issue_8870_20140118_The_Economist_Full_edition.m4a
2014-01-25	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140125/Issue_8871_20140125_The_Economist_Full_edition.m4a
2014-02-01	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140201/Issue_8872_20140201_The_Economist_Full_edition.m4a
2014-02-08	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140208/Issue_8873_20140208_The_Economist_Full_edition.m4a
2014-02-15	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140215/Issue_8874_20140215_The_Economist_Full_edition.m4a
2014-02-22	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140222/Issue_8875_20140222_The_Economist_Full_edition.m4a
2014-03-01	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140301/Issue_8876_20140301_The_Economist_Full_edition.m4a
2014-03-08	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140308/Issue_8877_20140308_The_Economist_Full_edition.m4a
2014-03-15	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140315/Issue_8878_20140315_The_Economist_Full_edition.m4a
2014-03-22	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140322/Issue_8879_20140322_The_Economist_Full_edition.m4a
2014-03-29	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140329/Issue_8880_20140329_The_Economist_Full_edition.m4a
2014-04-05	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140405/Issue_8881_20140405_The_Economist_Full_edition.m4a
2014-04-12	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140412/Issue_8882_20140412_The_Economist_Full_edition.m4a
2014-04-19	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140419/Issue_8883_20140419_The_Economist_Full_edition.m4a
2014-04-26	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140426/Issue_8884_20140426_The_Economist_Full_edition.m4a
2014-05-03	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140503/Issue_8885_20140503_The_Economist_Full_edition.m4a
2014-05-10	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140510/Issue_8886_20140510_The_Economist_Full_edition.m4a
2014-05-17	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140517/Issue_8887_20140517_The_Economist_Full_edition.m4a
2014-05-24	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140524/Issue_8888_20140524_The_Economist_Full_edition.m4a
2014-05-31	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140531/Issue_8889_20140531_The_Economist_Full_edition.m4a
2014-06-07	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140607/Issue_8890_20140607_The_Economist_Full_edition.m4a
2014-06-14	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140614/Issue_8891_20140614_The_Economist_Full_edition.m4a
2014-06-21	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140621/Issue_8892_20140621_The_Economist_Full_edition.m4a
2014-06-28	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140628/Issue_8893_20140628_The_Economist_Full_edition.m4a
2014-07-05	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140705/Issue_8894_20140705_The_Economist_Full_edition.m4a
2014-07-12	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140712/Issue_8895_20140712_The_Economist_Full_edition.m4a
2014-07-19	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140719/Issue_8896_20140719_The_Economist_Full_edition.m4a
2014-07-26	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140726/Issue_8897_20140726_The_Economist_Full_edition.m4a
2014-08-02	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140802/Issue_8898_20140802_The_Economist_Full_edition.m4a
2014-08-09	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140809/Issue_8899_20140809_The_Economist_Full_edition.m4a
2014-08-16	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140816/Issue_8900_20140816_The_Economist_Full_edition.m4a
2014-08-23	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140823/Issue_8901_20140823_The_Economist_Full_edition.m4a
2014-08-30	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140830/Issue_8902_20140830_The_Economist_Full_edition.m4a
2014-09-06	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140906/Issue_8903_20140906_The_Economist_Full_edition.m4a
2014-09-13	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140913/Issue_8904_20140913_The_Economist_Full_edition.m4a
2014-09-20	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140920/Issue_8905_20140920_The_Economist_Full_edition.m4a
2014-09-27	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20140927/Issue_8906_20140927_The_Economist_Full_edition.m4a
2014-10-04	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20141004/Issue_8907_20141004_The_Economist_Full_edition.m4a
2014-10-11	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20141011/Issue_8908_20141011_The_Economist_Full_edition.m4a
2014-10-18	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20141018/Issue_8909_20141018_The_Economist_Full_edition.m4a
2014-10-25	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20141025/Issue_8910_20141025_The_Economist_Full_edition.m4a
2014-11-01	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20141101/Issue_8911_20141101_The_Economist_Full_edition.m4a
2014-11-08	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20141108/Issue_8912_20141108_The_Economist_Full_edition.m4a
2014-11-15	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20141115/Issue_8913_20141115_The_Economist_Full_edition.m4a
2014-11-22	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20141122/Issue_8914_20141122_The_Economist_Full_edition.m4a
2014-11-29	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20141129/Issue_8915_20141129_The_Economist_Full_edition.m4a
2014-12-06	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20141206/Issue_8916_20141206_The_Economist_Full_edition.m4a
2014-12-13	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20141213/Issue_8917_20141213_The_Economist_Full_edition.m4a
2014-12-20	https://audiocdn.economist.com/sites/default/files/AudioArchive/2014/20141220/Issue_8918_20141220_The_Economist_Full_edition.m4a
2015-01-03	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150103/Issue_8919_20150103_The_Economist_Full_edition.m4a
2015-01-10	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150110/Issue_8920_20150110_The_Economist_Full_edition.m4a
2015-01-17	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150117/Issue_8921_20150117_The_Economist_Full_edition.m4a
2015-01-24	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150124/Issue_8922_20150124_The_Economist_Full_edition.m4a
2015-01-31	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150131/Issue_8923_20150131_The_Economist_Full_edition.m4a
2015-02-07	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150207/Issue_8924_20150207_The_Economist_Full_edition.m4a
2015-02-14	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150214/Issue_8925_20150214_The_Economist_Full_edition.m4a
2015-02-21	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150221/Issue_8926_20150221_The_Economist_Full_edition.m4a
2015-02-28	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150228/Issue_8927_20150228_The_Economist_Full_edition.m4a
2015-03-07	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150307/Issue_8928_20150307_The_Economist_Full_edition.m4a
2015-03-14	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150314/Issue_8929_20150314_The_Economist_Full_edition.m4a
2015-03-21	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150321/Issue_8930_20150321_The_Economist_Full_edition.m4a
2015-03-28	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150328/Issue_8931_20150328_The_Economist_Full_edition.m4a
2015-04-04	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150404/Issue_8932_20150404_The_Economist_Full_edition.m4a
2015-04-11	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150411/Issue_8933_20150411_The_Economist_Full_edition.m4a
2015-04-18	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150418/Issue_8934_20150418_The_Economist_Full_edition.m4a
2015-04-25	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150425/Issue_8935_20150425_The_Economist_Full_edition.m4a
2015-05-02	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150502/Issue_8936_20150502_The_Economist_Full_edition.m4a
2015-05-09	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150509/Issue_8937_20150509_The_Economist_Full_edition.m4a
2015-05-16	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150516/Issue_8938_20150516_The_Economist_Full_edition.m4a
2015-05-23	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150523/Issue_8939_20150523_The_Economist_Full_edition.m4a
2015-05-30	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150530/Issue_8940_20150530_The_Economist_Full_edition.m4a
2015-06-06	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150606/Issue_8941_20150606_The_Economist_Full_edition.m4a
2015-06-13	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150613/Issue_8942_20150613_The_Economist_Full_edition.m4a
2015-06-20	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150620/Issue_8943_20150620_The_Economist_Full_edition.m4a
2015-06-27	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150627/Issue_8944_20150627_The_Economist_Full_edition.m4a
2015-07-04	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150704/Issue_8945_20150704_The_Economist_Full_edition.m4a
2015-07-11	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150711/Issue_8946_20150711_The_Economist_Full_edition.m4a
2015-07-18	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150718/Issue_8947_20150718_The_Economist_Full_edition.m4a
2015-07-25	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150725/Issue_8948_20150725_The_Economist_Full_edition.m4a
2015-08-01	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150801/Issue_8949_20150801_The_Economist_Full_edition.m4a
2015-08-08	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150808/Issue_8950_20150808_The_Economist_Full_edition.m4a
2015-08-15	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150815/Issue_8951_20150815_The_Economist_Full_edition.m4a
2015-08-22	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150822/Issue_8952_20150822_The_Economist_Full_edition.m4a
2015-08-29	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150829/Issue_8953_20150829_The_Economist_Full_edition.m4a
2015-09-05	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150905/Issue_8954_20150905_The_Economist_Full_edition.m4a
2015-09-12	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150912/Issue_8955_20150912_The_Economist_Full_edition.m4a
2015-09-19	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150919/Issue_8956_20150919_The_Economist_Full_edition.m4a
2015-09-26	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20150926/Issue_8957_20150926_The_Economist_Full_edition.m4a
2015-10-03	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20151003/Issue_8958_20151003_The_Economist_Full_edition.m4a
2015-10-10	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20151010/Issue_8959_20151010_The_Economist_Full_edition.m4a
2015-10-17	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20151017/Issue_8960_20151017_The_Economist_Full_edition.m4a
2015-10-24	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20151024/Issue_8961_20151024_The_Economist_Full_edition.m4a
2015-10-31	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20151031/Issue_8962_20151031_The_Economist_Full_edition.m4a
2015-11-07	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20151107/Issue_8963_20151107_The_Economist_Full_edition.m4a
2015-11-14	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20151114/Issue_8964_20151114_The_Economist_Full_edition.m4a
2015-11-21	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20151121/Issue_8965_20151121_The_Economist_Full_edition.m4a
2015-11-28	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20151128/Issue_8966_20151128_The_Economist_Full_edition.m4a
2015-12-05	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20151205/Issue_8967_20151205_The_Economist_Full_edition.m4a
2015-12-12	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20151212/Issue_8968_20151212_The_Economist_Full_edition.m4a
2015-12-19	https://audiocdn.economist.com/sites/default/files/AudioArchive/2015/20151219/Issue_8969_20151219_The_Economist_Full_edition.m4a
2016-01-02	https://audiocdn.economist.com/sites/default/files/AudioArchive/2016/20160102/Issue_8970_20160102_The_Economist_Full_edition.m4a
2016-01-09	https://audiocdn.economist.com/sites/default/files/AudioArchive/2016/20160109/Issue_8971_20160109_The_Economist_Full_edition.m4a
2016-01-16	https://audiocdn.economist.com/sites/default/files/AudioArchive/2016/20160116/Issue_8972_20160116_The_Economist_Full_edition.m4a
2016-01-23	https://audiocdn.economist.com/sites/default/files/AudioArchive/2016/20160123/Issue_8973_20160123_The_Economist_Full_edition.m4a
2016-01-30	https://audiocdn.economist.com/sites/default/files/AudioArchive/2016/20160130/Issue_8974_20160130_The_Economist_Full_edition.m4a
2016-02-06	https://audiocdn.economist.com/sites/default/files/AudioArchive/2016/20160206/Issue_8975_20160206_The_Economist_Full_edition.m4a
2016-02-13	https://audiocdn.economist.com/sites/default/files/AudioArchive/2016/20160213/Issue_8976_20160213_The_Economist_Full_edition.m4a
2016-02-20	https://audiocdn.economist.com/sites/default/files/AudioArchive/2016/20160220/Issue_8977_20160220_The_Economist_Full_edition.m4a
2016-02-27	https://audiocdn.economist.com/sites/default/files/AudioArchive/2016/20160227/Issue_8978_20160227_The_Economist_Full_edition.m4a
2016-03-05	https://audiocdn.economist.com/sites/default/files/AudioArchive/2016/20160305/Issue_8979_20160305_The_Economist_Full_edition.m4a
2016-03-12	https://audiocdn.economist.com/sites/default/files/AudioArchive/2016/20160312/Issue_8980_20160312_The_Economist_Full_edition.m4a
