date,img_url
2007-10-06,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20071006issuecovUS400.jpg"
2007-10-13,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20071013issuecovUS400.jpg"
2007-10-20,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20071020issuecovUS400_0.jpg"
2007-10-27,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20071027issuecovUS400.jpg"
2007-11-03,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20071103issuecovUS400.jpg"
2007-11-10,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20071110issuecovUS400_0.jpg"
2007-11-17,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20071117issuecovUS400.jpg"
2007-11-24,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20071124issuecovUS400.jpg"
2007-12-01,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20071201issuecovUS400_0.jpg"
2007-12-08,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20071208issuecovUS400.jpg"
2007-12-15,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20071215issuecovUS400.jpg"
2007-12-22,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20071222issuecovUS400.jpg"
2008-01-05,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080105issuecovUS400.jpg"
2008-01-12,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080112issuecovUS400.jpg"
2008-01-19,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080119issuecovUS400.jpg"
2008-01-26,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080126issuecovUS400.jpg"
2008-02-02,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080202issuecovUS400.jpg"
2008-02-09,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080209issuecovUS400.jpg"
2008-02-16,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080216issuecovUS400.jpg"
2008-02-23,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080223issuecovUS400.jpg"
2008-03-01,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080301issuecovUS400.jpg"
2008-03-08,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080308issuecovUS400.jpg"
2008-03-15,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080315issuecovUS400_0.jpg"
2008-03-22,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080322issuecovUS400.jpg"
2008-03-29,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080329issuecovUS400.jpg"
2008-04-05,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080405issuecovUS400.jpg"
2008-04-12,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080412issuecovUS400.jpg"
2008-04-19,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080419issuecovUS400.jpg"
2008-04-26,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080426issuecovUS400.jpg"
2008-05-03,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080503issuecovUS400.jpg"
2008-05-10,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080510issuecovUS400.jpg"
2008-05-17,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080517issuecovUS400_0.jpg"
2008-05-24,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080524issuecovUS400.jpg"
2008-05-31,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080531issuecovUS400_0.jpg"
2008-06-07,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080607issuecovUS400.jpg"
2008-06-14,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080614issuecovUS400.jpg"
2008-06-21,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080621issuecovUS400_0.jpg"
2008-06-28,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080628issuecovUS400.jpg"
2008-07-05,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080705issuecovUS400.jpg"
2008-07-12,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080712issuecovUS400.jpg"
2008-07-19,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080719issuecovUS400_0.jpg"
2008-07-26,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080726issuecovUS400.jpg"
2008-08-02,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080802issuecovUS400_0.jpg"
2008-08-09,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080809issuecovUS400.jpg"
2008-08-16,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080816issuecovUS400.jpg"
2008-08-23,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080823issuecovUS400.jpg"
2008-08-30,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080830issuecovUS400.jpg"
2008-09-06,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080906issuecovUS400.jpg"
2008-09-13,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080913issuecovUS400.jpg"
2008-09-20,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080920issuecovUS400_0.jpg"
2008-09-27,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20080927issuecovUS400.jpg"
2008-10-04,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20081004issuecovUS400.jpg"
2008-10-11,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20081011issuecovUS400_0.jpg"
2008-10-18,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20081018issuecovUS400.jpg"
2008-10-25,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20081025issuecovUS400_0.jpg"
2008-11-01,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20081101issuecovUS400.jpg"
2008-11-08,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20081108issuecovUS400_0.jpg"
2008-11-15,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20081115issuecovUS400.jpg"
2008-11-22,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20081122issuecovUS400.jpg"
2008-11-29,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20081129issuecovUS400.jpg"
2008-12-06,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20081206issuecovUS400.jpg"
2008-12-13,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20081213issuecovUS400.jpg"
2008-12-20,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20081220issuecovUS400.jpg"
2009-01-03,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090103issuecovUS400.jpg"
2009-01-10,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090110issuecovUS400.jpg"
2009-01-17,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090117issuecovUS400.jpg"
2009-01-24,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090124issuecovUS400_0.jpg"
2009-01-31,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090131issuecovUS400.jpg"
2009-02-07,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090207issuecovUS400.jpg"
2009-02-14,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090214issuecovUS400.jpg"
2009-02-21,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090221issuecovUS400.jpg"
2009-02-28,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090228issuecovUS400.jpg"
2009-03-07,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090307issuecovUS400.jpg"
2009-03-14,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090314issuecovUS400_0.jpg"
2009-03-21,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090321issuecovUS400.jpg"
2009-03-28,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090328issuecovUS400.jpg"
2009-04-04,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090404issuecovUS400_0.jpg"
2009-04-11,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090411issuecovUS400.jpg"
2009-04-18,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090418issuecovUS400.jpg"
2009-04-25,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090425issuecovUS400.jpg"
2009-05-02,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090502issuecovUS400.jpg"
2009-05-09,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090509issuecovUS400.jpg"
2009-05-16,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090516issuecovUS400_0.jpg"
2009-05-23,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090523issuecovUS400.jpg"
2009-05-30,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090530issuecovUS400_0.jpg"
2009-06-06,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090606issuecovUS400.jpg"
2009-06-13,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090613issuecovUS400.jpg"
2009-06-20,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090620issuecovUS400.jpg"
2009-06-27,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090627issuecovUS400.jpg"
2009-07-04,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090704issuecovUS400.jpg"
2009-07-11,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090711issuecovUS400.jpg"
2009-07-18,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090718issuecovUS400.jpg"
2009-07-25,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090725issuecovUS400.jpg"
2009-08-01,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090801issuecovUS400.jpg"
2009-08-08,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090808issuecovUS400.jpg"
2009-08-15,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090815issuecovUS400.jpg"
2009-08-22,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090822issuecovUS400.jpg"
2009-08-29,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090829issuecovUS400.jpg"
2009-09-05,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090905issuecovUS400.jpg"
2009-09-12,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090912issuecovUS400.jpg"
2009-09-19,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090919issuecovUS400.jpg"
2009-09-26,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20090926issuecovUS400.jpg"
2009-10-03,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20091003issuecovUS400.jpg"
2009-10-10,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20091010issuecovUS400.jpg"
2009-10-17,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20091017issuecovUS400.jpg"
2009-10-24,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20091024issuecovUS400.jpg"
2009-10-31,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20091031issuecovUS400.jpg"
2009-11-07,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20091107issuecovUS400.jpg"
2009-11-14,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20091114issuecovUS400.jpg"
2009-11-21,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20091121issuecovUS400.jpg"
2009-11-28,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20091128issuecovUS400.jpg"
2009-12-05,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20091205issuecovUS400.jpg"
2009-12-12,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20091212issuecovUS400.jpg"
2009-12-19,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20091219issuecovUS400.jpg"
2010-01-02,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100102issuecovUS400.jpg"
2010-01-09,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100109issuecovUS400.jpg"
2010-01-16,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100116issuecovUS400.jpg"
2010-01-23,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100123issuecovUS400.jpg"
2010-01-30,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100130issuecovUS400.jpg"
2010-02-06,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100206issuecovUS400.jpg"
2010-02-13,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100213issuecovUS400.jpg"
2010-02-20,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100220issuecovUS400.jpg"
2010-02-27,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100227issuecovUS400.jpg"
2010-03-06,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100306issuecovUS400.jpg"
2010-03-13,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100313issuecovUS400.jpg"
2010-03-20,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100320issuecovUS400.jpg"
2010-03-27,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100327issuecovUS400.jpg"
2010-04-03,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100403issuecovUS400.jpg"
2010-04-10,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100410issuecovUS400.jpg"
2010-04-17,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100417issuecovUS400.jpg"
2010-04-24,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100424issuecovUS400.jpg"
2010-05-01,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100501issuecovUS400.jpg"
2010-05-08,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100508issuecovUS400.jpg"
2010-05-15,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100515issuecovUS400.jpg"
2010-05-22,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100522issuecovUS400.jpg"
2010-05-29,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100529issuecovUS400.jpg"
2010-06-05,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100605issuecovUS400.jpg"
2010-06-12,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100612issuecovUS400.jpg"
2010-06-19,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100619issuecovUS400.jpg"
2010-06-26,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100626issuecovUS400.jpg"
2010-07-03,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100703issuecovUS400.jpg"
2010-07-10,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100710issuecovUS400.jpg"
2010-07-17,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100717issuecovUS400.jpg"
2010-07-24,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100724issuecovUS400.jpg"
2010-07-31,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100731issuecovUS400.jpg"
2010-08-07,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100807issuecovUS400.jpg"
2010-08-14,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100814issuecovUS400.jpg"
2010-08-21,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100821issuecovUS400.jpg"
2010-08-28,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100828issuecovUS400.jpg"
2010-09-04,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100904issuecovUS400.jpg"
2010-09-11,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100911_CNA400.jpg"
2010-09-18,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100918_CNA400.jpg"
2010-09-25,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20100925_CNA400.jpg"
2010-10-02,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20101002_CNA400.jpg"
2010-10-09,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20101009_CNA400.jpg"
2010-10-16,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20101016_CNA400.jpg"
2010-10-23,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20101023_CNA400.jpg"
2010-10-30,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20101030_CNA400.jpg"
2010-11-06,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20101106_CNA400.jpg"
2010-11-13,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20101113_CNA400.jpg"
2010-11-20,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20101120_CNA400.jpg"
2010-11-27,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20101127_CNA400.jpg"
2010-12-04,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20101204_CNA400.jpg"
2010-12-11,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20101211_CNA400.jpg"
2010-12-18,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20101218_CNA400.jpg"
2011-01-01,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110101_CNA400.jpg"
2011-01-08,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110108_CNA400.jpg"
2011-01-15,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110115_CNA400.jpg"
2011-01-22,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110122_CNA400.jpg"
2011-01-29,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110129_CNA400.jpg"
2011-02-05,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110205_CNA400.jpg"
2011-02-12,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110212_CNA400.jpg"
2011-02-19,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110219_CNA400.jpg"
2011-02-26,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110226_CNA400.jpg"
2011-03-05,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110305_CNA400.jpg"
2011-03-12,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110312_CNA400.jpg"
2011-03-19,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110319_CNA400.jpg"
2011-03-26,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110326_CNA400.jpg"
2011-04-02,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110402_CNA400.jpg"
2011-04-09,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110409_CNA400.jpg"
2011-04-16,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110416_CNA400.jpg"
2011-04-23,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110423_CNA400.jpg"
2011-04-30,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110430_CNA400.jpg"
2011-05-07,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110507_CNA400.jpg"
2011-05-14,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110514_CNA400.jpg"
2011-05-21,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110521_CNA400_0.jpg"
2011-05-28,"https://www.economist.com/cdn-cgi/image/width=,quality=,format=auto/sites/default/files/20110528_CNA400.jpg"
